Content,Classify
"Áo đẹp hợp giá tiền, mn nên mua nha🌷(hình ảnh chỉ mang tính chất nhận xu)",1
"Hic áo vải mỏng lắm ạ mà còn dính mực xanh từa lưa, ghi màu nâu mà nhận thấy màu vàng",2
"nhiều chỉ thừa, hơi nhiều nilong, nhung rẻ nên cg tạm, xẻ tà hơi xấu:)) màu ổn hơn mình nghĩ nhưng shop rep tn quá chậm phục vụ ko tốt .",2
Mong shop cải thiện hơn,0
"áo cũng được, shipper thân thiện với lại giao nhanh, ảnh và video mang tính nhận xu",1
"kích cỡ vừa vặn, mặc xinh nhưng mà có một cái nhược điểm là vải khá nóng mà mặc vẫn là okela nhaa.",1
"Giao đủ, đúng sản phẩm. Chuẩn bị hàng hơi lâu. Áo còn nhiều chỉ thừa, áo rộng, vải mỏng. Màu không sáng như trên ảnh. Áo bị sẫm màu nên nhìn thấy nó hơi cũ.",2
"Theo mk thì áo ngắn,mk 1m52",0
áo đẹp đúng font nma vải mỏng lắm luon í,2
Áo đẹp nhgm mỏng và to,1
Trong hình nút trắng nhận hàng nút đen k đẹp cho lắm giao hàng thì lâu,2
"Chất lượng áo k giống trên ảnh , khiến cho tôi k hài lòng về bộ áo này",2
Sản phẩm đẹp đúng với mô tả,1
Giá rẻ nên chấp nhận,0
"Vải thô, nóng, mỏng vải, mang vui vui một lần thôi. Ko có lần sau.",1
Hình in bị lỗi với cả hôi nhựa nói chung là tệ,1
Chất liệu:quá mỏng,1
Chất liệu:nóng xót,1
Vải mỏng hình in lỗi,1
"Gấu áo có rút chỉ, vải mỏng nóng, nói chung là ko nên mua nhé mọi người",2
Mik đặt 2 cái áo màu xanh biển và màu xanh lá nhưng đem về hai màu xanh biển rất xấu và ko đúng vs mẫu mik đặt .Chất liệu vải là 3158 nhưng rất chi là xấu và sổ lông,2
"eo ơi hàng thì mọi thứ ổn nma lần trc tui mua cx mẫu này nma khác màu v mà lần này mỏng hơn và trên hình in có kim châm kh mặc đc, tốn 16k:<",2
Không thèm trả lời thắc mắc của khách hàng,2
"Màu đúng,hình đúng,giao nhanh nhưng áo rất xấu vải xấu rất mỏng kh nên mua",2
Lần đầu tiên mua ở shop rẻ thì có rẻ thiệt đó mà shop giao thiếu nhắn tin thì không seen không trả lời sẽ kh bao giờ mua ở đây nữa áo mỏng lắm,2
Ko nên mua sản phẩm này,2
"Nói chung là sản phẩm rất là ok , nha mọi người ơi,hehehahojbxbhdjdndbxjxsjd",1
"Hàng như cc,ko đẹp,vải mỏng như áo cũ á",2
thật sự luôn ấy hình bị lỡ giống giặt đi giặt lại xong còn dính lông lông:) vải thì mỏng xỉu k bằng mấy sản phầm bằng giá khác luôn í cân nhắc trước khi mua nhe hàng thì giao lâu,2
áo in không đẹp nhìn chán quãi,2
Khách chưa nhận dc hàng thì đã hủy đơn hàng của khách không uy tín không nên mua,2
Với cái giá này thì mình không đòi hỏi gì về chất vải nma chán mỗi cái là nhận áo thì bị rách 1. Shop không ktra sp trước khi đóng đơn cho khách. Cbi hàng nhanh nhận hàng cũng nhanh,1
"Biết là vải xốp thì sẽ mỏng nhưng ko ngờ là áo lại mỏng tới vậy áo trong lộ hết, màu áo rất nhạt nhìn màu như áo ba mình vậy , shop giao hàng lâu cho bên vận chuyển nên mình phải nhắn cho shop nhưng mình bỏ qua vì shop trả lời khá nhanh",0
"Giao hàng rất nhanh đặt trưa hôm qua mà hôm nay đã nhận được rồi, áo khá giống video mà shop đăng , vải khá mát ,màu cũng được nhưng màu không giống với màu của mẫu mặc nên mn nên cân nhắc , nhưng mình vẫn chưa cảm thấy ưng lắm nói chung là hơi chê tí , chắc mình sẽ không mua ở đây lần 2 đâu",2
Đúng với mô tả:áo ko như mình mong đợi cho lắm khá nhiều chỉ thừa,2
Mình cảm thấy mua về thấy cũng chỉ ở mức bth áo còn có cả chỉ vải thừa tua dua ra nhưng giao rất nhanh nhưng hàng tạm ổn,0
Vải siêu mỏng nhìn phông kh rộng vs lại dính màu ngay chỗ hột nút nx .Nên cân nhắc trước khi mua,2
"Áo nhiều chỉ thừa , lại còn bẩn nhiều vết màu xanh da trời ở chỗ khuy áo , vải thô nên mặc rất nóng , giao hàng lâu nma được cái màu đẹp mặc lên ok nói chung tiền nào của nấy",2
Mỏng như lá lúa mặc thấy hết bên trong,2
"Màu sắc đẹp , mặc dô cũng vừa nhưng lại bị rách ngay bên hông bên phải",2
Được,1
"Vải mỏng lắm luôn, nhiều chỉ thừa. Nói chung giá đó nên ko yêu cầu nhiều",0
"Áo ko như mong đợi,chỉ thừa hình ảnh chỉ mang tính chất nhận xu",2
Cổ rộng cúi đầu xúi thấy hết lun ngắn nx,2
"Áo đẹp, hàng về nhanh, vừa chuẩn, nhưng hơi thất vọng vì có một phần vải bị dãn",0
Màu sắc:kẻ xanh dương,0
Shipper dễ thương,1
"Thôi đừng ham rẻ mấy bà, giá rẻ nên vải dỏm chấp nhận nma đường chỉ may với cái form...",0
"Mỏng bung chỉ nhiều , rách cổ , chỉ thừa nhìu , nchung là k như mong đợi cho lắm",2
"Vải mỏng, vừa vặn, chỉ thừa còn nhiều, áo bị rách 1 lổ đút vừa cả ngón tay vào:)",2
"Áo chất xốp hơi nóng, đằng sau xẻ cao quá nên hơi khó chịu, form to rộng",2
Size áo mấy b 55-60kg ặc vẫn đc,0
Chất liệu hợp giá tiền,1
Màu ko giống trên hình,0
Màu hơi nhạt so với hình,0
Ko nên mua áo cottt xu chỉ nên mua cottt khô nói chung ko nên mua áo này khách hàng ko hài lòng khuyên thật ko nên mua rẻ tiền nào của nấy .vải áo rất mỏng nhìn có thể xiên thấy áo bên trong .ko nên mua nha nhắc đừng ham rẻ mà mua chiếc áo,2
"Giao hàng đã chậm rồi lại còn chất liệu không tốt nữa, áo ngoài đời khác với hình ảnh rất nhiều luôn ý,đúng là cái shop lừa đảo mà, lần sau tôi sẽ không bao giờ mua đồ ở cái shop này nữa.Đồ lừa đảo",2
hàng đẹp nha mn.cũm nên mua,1
Vải mỏng teo lun mặc áo trong là thấy lun,2
Màu sắc:màu vàng nha mọi người oi,0
Ổn tiền nào của nấy,0
Chất liệu:kh phải cotton,0
Chất vải mỏng hình in ở sau bé hơn ở trên hình.,0
Đặt 2 cái mà giao 1 cái nên hơi bỡ ngỡ,0
"Chất áo đp nma vs giá này thì ok nhưng hinhf in rất bé,kh nên mua nha còn lại muốn mua hay kh tùy mn",2
Shop giao thiếu hàng cho mình .Mình đặt 5 cái shop giao cho mình mỗi 2 cái,2
Chất liệu:nóng,2
So với giá tiền thì áo hơi mỏng. Nên cân nhắc trước khi mua,0
"Áo k giống hình, màu kẻ xanh sáng hơn so với hình, chất vải trong ảnh với nhận hàng k giống, phần tay áo trong ảnh gấp to mà ngoài bé tí, from rất rộng. M50 cân nhắc vì chắc chắn phải đi sửa, hình thêu trong ảnh đẹp thế mà ngoài chán luôn.. Fake của Fake 😢",2
Mỏng nhưng form đẹp lllllllllllllllllllllllllllllllllllllll,1
Dính màu tím ở hàng cúc.,0
"Áo khá mỏng,mua về thì thấy áo bị dính 1 xíu màu tím,áo dính dơ",2
Phom k gióng như hình nhưng mà cũng xinhhh giao hàng nhanh,1
"Giao hàng khá nhanh,nhưng hàng giao sai màu và mình kh ưng cho lắm vải thì xấu mình 1m60 45kg mà ngắn",2
from áo cũng oki chất vãi cũng được nhma mặc vào hơi ngứa với cả áo nhiều chỉ thừa shop may áo ẩu vãi bung chỉ nhiều vãi ra hình mẫu cúc áo màu trắng lúc giao lại màu đen nhìn k dc đẹp mắt lắm,2
Chỉ thừa nhìu sao trong hinhfko có bị dính màu sao giao lại có màu giật ko ra ko nên cân nhắc,2
đặt màu xanh mà shop giao màu đen,0
"Nói chung cx được ,tiền nào của đó",0
Shop giao kh đúng mẫu quá cheee luôn ạ hâhhahhhhhshshshshshshsbsbsnsjsjsjshsjsjsjshshshshhshshshsbsbshshshshanakaishsgsgvsbssjuszyffcnakauayssyhsjsjsbdbxbxhxhxhxhxhdjsjsnsbdbsndjxjhxhxhxhdjsjsnsbbdbdvdvxvxbxhyffvawnwkwieuyewioqoakanzbxbxvxvxvxvxv,2
Quần mỏng dính nhiêdu chỉ cùng với lông đv,2
Vải chất lượng kém ..mặc cũng ổn nhưng mà nó ko đẹp như mẫu đâuuu,2
"Giao hàng lâu, vải mỏng, nhỏ",2
"Cảm ơn shop vì cái chun buộc tóc, mua hàng tặng thêm quà thì mình rất thích nhưng cái kiểu đề tặng xong đổi tên sp thành quần áo để bán, lấy tương tác 5 sao thì mình rất ghét. Mua mà đọc đánh giá k biết đang xem đgia cho sph nào thực sự khó chịu",2
"là shop nhiều đơn quá chốt nhầm hay sao á , em đặt kẻ xanh mà shop lại ghi là kẻ đen",0
Đúng với mô tả:ko,2
áo rộng k lên form lắm,0
Không hề tặng dây buộc tóc nhưng vẫn để đánh giá với mục đích gì ????,2
Mỏng quá tr kh nên mua nha mng ới=)chê chê=),2
"hàng quốc tế mà ship nhanh hơn mình nghĩ, mình 42kg cao m64 size xl hơi ngắn nma cũng rộng cổ vừa đẹp nma vải mỏng nên mặc thêm áo trong nha",1
Vải xấu quá huhu lhoong như mình mong đợi lại rộng cổ ơi là rộng mà trả lại cũng không được,2
Mua áo này về mặc đc ít nhất 2 kiểu 1 là giống hình minh hoạ shop 2 là áo trễ vai :)) nhưng mà hình như shop giao sai size áo cho em rồi e đặt L mà lúc bóc ra nó thành XL luôn,2
"Áo cũng đẹp lắm nha. Màu hơi nhạt xíu. Tui tưởng form áo sẽ to hơn nhưng nó hơi bé:(. Mình 1m6 mặc size XL chạm mông thôi,không chùm mông đượt",1
Áo rộng mình m65 57kg size L là đủ rộng rồi nha rộng quá luộm thuộm lắm mng nên cân nhắc .video mang tính chất nhận xu thui. Nhìn áo ko như ảnh nên mình rate 4*,2
"áo ok, vải mỏng mặc thu đông thoii, cổ trễ sâu lúm🥹 mặc thành trễ vai cũng đượccc",0
"Mỏng mà bóng như nilon ấy, mặc mùa hè thu thì mát",1
"Chọn size L rồi nhưng vẫn rất nhỏ. Chất áo thì hơi nóng,ko đc đẹp. Ko giống trên hình. Mọi người nên mạnh tay chọn size to nhé",2
"Áo đẹp nhưng khá mỏng có thể nhìn xuyên vào ạ, mặc thêm áo ở trong để tránh bị lộ nhiều",1
"Áo size l dài có 65cm thui không dài đâu , chiều rộng áo là 70 cổ áo rộng 30cm vải dão lắm á chắc chỉ cần kéo nhẹ thôi là nó bị dão ngay không nên giặt máy nhé kekeke 😿 lên form khá đẹp nhé với giá gần 100 thì đắt ạ",2
"đóng gói kĩ càng, form đẹp, vải hơi mỏng, và mình không biết sao lại bị bẩn thế ạ?",1
"m6 50kg mặc khá vừa bn nào mua chú ý số đo vành cổ là đc , chất vải mỏng mặc mát mẻ 💅🏻",1
"Giao hàng ko lâu lắm, hơi mỏng nhma xinh nha",1
áo đẹp lắm nha,1
"áo đẹp nhma mình thấy hơi khác hình chút xíu chắc do góc chụp, áo mỏng hơn mình nghĩ, mặc mát, k có chỉ thừa, đường may chắc chắn, mình 1m5 37 cân mặc size M trùm mông form lên đẹp giống ảnh nhé mn, shop quốc tế nhưng ship cũng nhanh lắm í, giá hạt dẻ mn cũng nên mua nha",1
"Áo hơi mỏng nhma cũng tạm chấp nhận, đóng gói cẩn thận, hơi ngắn 1 tí",0
"áo hơi mỏng vào cổ rộng , hơi thất vọng chút",2
Áo đẹp lắm nha mọi ng con bạn khen hoài ngại ghê 🤣🤣🤣🤣🤣,1
Đã nhận đc hàng. Shop gửi thiếu 1 áo. Đã nhắn shop và shop có trả lời. Nhưng trả lời chậm nên cũng hài lòng. Bù lại đc cái áo đẹp rẻ và maxi rộng nên thích.,1
Hàng nước ngoài nên giao hơi bị lâu. Chất lượng sản phẩm hợp vs giá tiền,1
Hàng đẹp lắm ạ,1
"Áo chất cực xấu, bị xù, mà chất nhung tăm mà sợ rất khô, áo mặc rất nóng, bí. Cổ tay áo may cũng không đẹp. Nói chung là áo này chỉ xứng với giá 50k thôi. Mình nhận xét thẳng, shop có đọc được thì nên xem lại.",2
"Màu ko giống ảnh, chất lượng áo mỏng, ko dám mang mạnh vì sợ rách.",2
"Áo đã qua sữ dụng, vải mỏng, không nên mua",2
Không nên mua hàng đẻo ! Shop lừa đảo ! Nên tránh 🥰🥰🥰,2
Em đặt 5 cái áo sơ mi nhưng chỉ giao 2 cái thôi ạ???? Nhắn tin shop thì ko rep ib,2
Áo vải rất dởm rất thất vọng luôn giá cubgx ko rẻ nên sẽ ko mua lại,2
K biết shop có phân biệt vải nhung tăm ntn k mà gắn cái mac vải nhung tăm lên như đúng rồi?? Chỉ là vải bt làm gân lên thôi mỏng nhìn xuyên đc mn cẩn thận khi mua nhé,2
"giao rất lâu luôn, đến nổi mình đi xong 2,3 cái đám cưới rồi mới giao tới, thất vọng :))) Vải cũng rất mỏng, kh phải nhung tăm",2
"Đúng với mô tả:ship hàng kh đúng theo thời gian đã yêu cầu, thái độ vs khách hàng",2
"Quá rộng , màu khác quá",2
"Tệ, rất nhiều chỉ thừa, áo lỗi nhiều, vải mặc hơi nóng, kh ưng sản phẩm.!",2
Không hài lòng,2
"shop ship sai màu,rõ chán",2
"Áo mỏng, form xấu , chỉ thừa nhiều, chất liệu tệ",2
Không nên mua hàng onl nếu ko muốn thấy lỗi trực tiếp của sản phẩm đi sửa tốn công lắm mn nhé,0
Màu sắc:đúng,1
Hàng mỏng áo nát form quá rộng,2
Áo giao bị bung chỉ tùm lum,2
"Áo mỏng vl cổ áo bự mặc trễ xuống thấy ghê mặc trễ 1 bên vai thì ok, m6 mua xl chiều dài vẫn kh ok lắm kh quá dài, giá cả thì mình thấy bth",2
"Áo mắc nhưng form và chất vải gây thất vọng, vải mỏng lắm, nên cân nhắc",2
áo vải mỏng. Giao nhanh. Đóng gói kĩ. Nhưng áo bị rách ở dưới giống hình phải may lại hơi mất thẩm mĩ. Vải hơi nóng,2
Chất mỏng nhìn xuyên thấu áo trong (trắng) ko phải cổ tim như trễ vai,2
Vải bth áo thì giao lộn đặt màu xám giao đen ko giống hình,0
"Vải nóng lắm luôn ấy, bóng bóng nữa",2
"Vải không được như ảnh, đường may thô",2
Chất vải thường may không đẹp nhìn rất thô không như mẫu giá tiền này cũng không mong đợi gì,0
Cổ hơi rộng và chất vải nilon mặc vừa bí vừa không đẹp. Hơi thất vọng vì mình mua theo link đính kèm :)),2
"Đóng gói sản phẩm chắc chắn, vải áo rất mỏng nên suy nghĩ trước khi mua",0
Rộng quá huhu,2
Đặt 4 món nhưng shop giao có 2 món có clip phản hồi lại thì shop ok hoàn tiền lại vào tk shopee mà điều mình k thích ở đây là phí rút tiền từ tk shopee về lại thẻ ngân hàng lại charge tới 11k :)))) kb tại sao phí mắc v lun trong khi gửi đánh giá mún chết đc mỗi 200xu????,2
Áo form khá nhỏ nó ko to như mn nghĩ đâu . Ghi là dài 71 nhma mình mặc chưa qua mông nữa . Cổ ko xẻ sâu như hình đâu . Vải mỏng lắm . Với giá này thì áo này chê nha . Mn mún mua thì cứ mạnh dạng mua sz lớn nhất nha,2
Form áo bé lắm k giống trên hình đâu mng ạ mình thấy chất vải cũng bình thường í. Đóng gói sản phẩm thì khá là ok. Nhưng bạn nào cao m6 giống mình mặc size XL thì không qua mông đâu nha,0
"áo rộng bề ngang, không dài mấy đâu ( mình 1 m65 - nặng 49kg) , cổ áo rộng quá , không được như trên hình.",2
"Mặc cx được nma các bạn vai to nên cân nhắc tại mặc vào ko hợp lâm đâu , mặc mùa thu, se se lạnh thì đc nhé",0
"Cổ không tim mà tròn, mặc thế nào cũng k ra hình tim",2
"chất vải mỏng có thể nhìn được thấy bên trong, dáng áo cũng không giống hình, m6 mặc xl chùm qua mông 1 tí",0
